"term","df","sumsq","meansq","statistic","p.value"
"period_group_manuscript",2,8.18096160040117,4.09048080020059,4.4253001176342,0.0121970851903878
"strict_group_manuscript",1,15.7169450772517,15.7169450772517,17.0034287646092,4.02896945547138e-05
"period_group_manuscript:strict_group_manuscript",2,12.2568473831184,6.12842369155921,6.63005534259916,0.00137664725687826
"Residuals",1039,960.38899926193,0.924339749049018,NA,NA
