"term","df","sumsq","meansq","statistic","p.value"
"period_group_manuscript",2,1.57799689607254,0.788998448036269,0.578464355269814,0.56093932549747
"strict_group_manuscript",1,23.0640691577203,23.0640691577203,16.9097188067039,4.22946298435292e-05
"period_group_manuscript:strict_group_manuscript",2,7.43848069038432,3.71924034519216,2.72680887234922,0.0658960071510987
"Residuals",1039,1417.14762550463,1.36395344129416,NA,NA
