"Time","Responds","BR1","BR2","BR3","BR4","BR5","BE1","BE2","BE3","BE4","SE1","SE2","SE3","SE4","SE5","SE6","PS1","PS2","PS3","PS4","PS5","WI1","WI2","WI3","highrisk","entertain","entertain_close_time","wfh","wfh_time","block","block_time","business","income","tourtime","gender","marriage","age","education","aveincome"
"2022-04-22",119,2,2,1,2,2,2,2,1,1,4,1,1,2,4,2,4,5,4,2,5,2,2,1,1,2,6,1,6,1,5,2,4,1,2,1,2,3,3
"2022-04-22",138,4,4,4,4,4,4,4,3,4,2,4,2,3,4,1,4,4,4,4,4,3,3,3,1,2,6,1,6,1,6,2,4,1,2,2,3,3,3
"2022-04-22",180,4,4,3,4,4,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,2,2,2,1,2,5,1,5,1,5,2,5,3,2,4,2,2,3
"2022-04-22",145,5,4,4,5,3,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,1,2,5,2,6,1,5,2,2,2,2,1,2,3,1
"2022-04-22",165,5,4,3,4,4,5,3,4,4,2,3,4,4,3,1,5,2,5,5,4,2,1,4,1,2,6,2,6,1,6,2,1,2,2,2,2,3,1
"2022-04-22",172,4,2,4,2,1,2,1,1,1,2,1,1,1,4,1,4,4,5,3,5,2,1,2,1,2,6,2,6,1,5,2,2,1,2,1,2,3,1
"2022-04-22",524,4,3,4,5,3,3,2,1,2,2,2,2,3,2,1,4,3,3,4,5,2,3,2,1,2,6,4,6,1,6,2,4,1,2,4,6,2,2
"2022-04-22",117,5,4,4,5,4,2,2,2,3,5,5,5,4,4,2,5,4,5,4,5,4,5,5,1,2,4,1,4,1,4,2,2,2,1,4,5,3,4
"2022-04-22",271,4,4,4,5,5,4,3,4,4,3,4,2,4,4,2,3,4,4,3,5,5,5,5,1,2,6,1,6,1,6,2,2,2,1,4,6,2,4
"2022-04-23",155,4,4,2,2,4,1,2,1,3,4,2,4,5,4,1,5,5,4,5,5,5,5,4,1,2,6,2,6,1,6,2,4,3,2,1,2,4,2
"2022-04-23",197,5,2,4,5,4,1,1,1,4,2,3,4,5,5,1,4,4,5,4,5,5,5,4,1,2,6,2,6,1,6,2,5,1,2,2,2,3,1
"2022-04-23",155,5,4,4,4,4,2,2,1,2,3,2,2,2,4,2,4,4,4,3,4,4,3,4,1,2,5,1,4,1,4,2,4,3,2,2,3,4,3
"2022-04-23",278,4,3,4,2,2,2,2,2,4,4,4,5,5,5,1,4,5,5,4,4,4,4,2,1,2,6,2,6,1,6,2,5,3,2,2,2,2,1
"2022-04-23",180,5,4,3,4,4,3,2,3,4,3,3,3,2,2,2,4,4,4,4,4,3,3,4,1,2,5,1,5,1,6,2,4,2,2,1,2,3,3
"2022-04-23",157,4,3,2,2,3,1,1,1,2,4,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,1,1,6,1,6,2,4,2,2,4,7,3,3
"2022-04-23",180,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,1,2,5,1,5,1,5,2,4,2,2,1,2,3,2
"2022-04-23",173,4,2,2,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,6,2,6,1,5,2,4,3,2,1,2,3,2
"2022-04-23",278,5,3,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,1,2,6,1,6,1,6,2,5,2,2,1,2,3,4
"2022-04-23",162,4,2,4,2,2,2,2,1,4,3,2,2,1,1,2,1,1,4,3,2,1,1,1,1,2,6,2,6,1,5,2,2,1,1,1,2,3,1
"2022-04-23",136,5,3,4,5,5,3,4,2,2,5,4,3,3,4,3,4,2,4,5,5,5,5,3,1,2,6,1,6,1,6,2,2,3,2,1,2,4,3
"2022-04-23",212,2,2,2,2,3,4,2,2,4,4,4,4,4,4,2,5,4,4,4,5,5,5,5,1,2,6,1,6,1,6,2,1,2,2,3,4,3,5
"2022-04-23",151,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,1,2,5,1,5,1,5,2,4,3,1,4,3,4,6
"2022-04-23",197,5,4,4,5,5,4,3,3,4,4,5,5,5,5,2,4,4,2,4,4,5,5,5,1,2,5,1,5,1,5,2,4,2,2,1,2,3,2
"2022-04-23",262,5,4,5,5,5,4,3,3,4,5,5,5,5,5,3,5,4,4,5,2,5,5,3,2,2,5,2,5,1,5,2,3,2,2,1,2,3,1
"2022-04-23",234,4,2,2,2,2,4,4,2,2,2,4,2,2,4,2,4,5,5,4,5,2,2,4,1,2,6,2,6,1,6,2,5,1,2,1,2,3,1
"2022-04-23",241,5,4,4,4,4,2,4,2,2,1,4,2,1,4,2,4,4,4,2,4,5,5,5,1,2,6,1,6,1,6,2,4,3,2,1,4,3,4
"2022-04-23",194,4,4,4,5,5,4,2,2,4,2,5,5,5,5,2,5,4,4,3,5,5,5,5,1,2,6,1,6,1,6,2,1,2,2,2,2,3,5
"2022-04-23",234,5,4,5,5,3,3,2,2,4,4,3,3,4,5,3,3,2,4,4,4,4,4,4,1,2,6,2,6,1,6,2,4,2,2,1,2,3,1
"2022-04-23",143,5,3,1,2,1,1,1,1,1,5,4,3,5,5,1,4,4,4,2,5,4,4,5,1,2,6,2,6,1,6,2,4,1,2,1,2,3,1
"2022-04-23",199,4,4,4,4,4,4,2,2,4,4,4,2,2,4,2,4,3,4,4,5,4,4,4,1,2,4,2,6,1,6,2,4,2,1,2,2,4,1
"2022-04-23",196,4,2,4,2,2,2,2,2,3,2,4,4,4,4,1,4,4,4,4,5,4,4,5,1,2,5,1,5,1,5,2,4,3,2,2,2,3,3
"2022-04-23",194,4,4,3,2,3,4,2,3,4,3,3,3,3,4,2,4,4,4,4,5,4,4,2,1,2,5,2,5,1,5,2,4,3,2,2,2,4,1
"2022-04-23",160,5,4,4,5,4,5,5,5,5,5,4,5,5,5,4,4,4,4,4,2,5,5,4,1,2,6,2,6,1,5,2,4,2,2,1,2,3,2
"2022-04-23",94,3,3,4,2,3,4,4,3,4,4,4,4,4,4,3,5,4,4,2,5,4,5,5,1,2,6,2,6,1,5,2,2,3,2,1,2,3,2
"2022-04-23",138,5,5,4,3,4,4,4,4,4,3,5,2,1,4,1,4,5,5,5,5,2,2,2,1,2,6,2,6,1,6,2,4,5,1,1,2,3,2
"2022-04-23",289,3,3,2,3,2,2,2,2,3,4,2,3,1,3,1,4,4,3,4,4,3,3,3,1,2,5,1,5,1,5,2,4,2,2,1,3,3,3
"2022-04-23",151,4,4,4,4,4,4,4,3,2,2,4,5,4,5,2,5,4,4,4,3,4,4,4,1,2,6,2,6,1,6,2,2,2,2,1,2,3,1
"2022-04-23",170,5,5,5,5,5,4,3,3,4,2,4,4,4,4,3,4,5,4,4,4,5,5,4,1,2,4,2,4,1,4,2,5,2,2,1,2,3,1
"2022-04-23",282,4,4,5,4,3,3,2,2,4,4,4,3,4,4,3,4,4,5,5,5,4,3,3,1,2,6,1,6,1,6,2,5,2,2,2,3,3,2
"2022-04-23",253,4,2,3,2,2,2,1,1,3,2,4,2,2,2,2,4,4,4,4,5,4,3,4,1,2,6,1,6,1,6,2,5,4,2,3,3,4,5
"2022-04-23",152,4,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,4,2,4,5,5,5,1,2,6,2,6,1,6,2,2,1,2,1,1,2,1
"2022-04-23",161,5,2,4,4,4,2,2,2,2,4,2,3,3,5,2,4,3,4,2,4,5,5,5,1,2,5,1,6,1,6,2,3,1,2,1,3,3,3
"2022-04-23",196,5,5,5,5,2,4,1,1,4,2,5,2,2,4,2,4,4,4,4,5,5,5,5,1,2,5,2,6,1,5,2,4,1,2,1,2,3,2
"2022-04-23",435,4,3,4,4,4,3,4,3,3,3,4,3,3,3,3,4,4,4,4,4,5,5,3,1,2,6,2,6,1,6,2,4,1,2,1,2,3,2
"2022-04-23",163,4,2,3,4,2,1,1,1,4,3,2,4,4,4,1,4,5,5,4,4,2,3,4,1,2,5,1,5,1,5,2,2,3,2,4,3,3,3
"2022-04-23",171,5,2,2,2,1,1,1,1,1,5,1,5,5,5,4,2,2,3,1,4,5,5,5,1,2,6,1,6,1,6,2,2,2,2,3,4,4,3
"2022-04-23",177,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,2,5,4,4,4,1,2,4,2,6,2,4,2,2,2,2,2,2,3,1
"2022-04-23",158,4,2,2,3,2,2,3,1,4,2,4,3,2,4,1,4,2,4,4,4,4,3,4,1,2,6,2,6,1,3,2,4,1,2,1,2,2,1
"2022-04-23",159,5,4,4,5,4,4,2,3,4,2,4,2,2,4,1,4,4,4,5,5,5,5,5,1,2,6,2,6,1,6,2,4,2,2,1,2,3,1
"2022-04-23",201,5,5,5,4,4,4,3,4,5,3,5,4,5,5,2,4,5,5,2,5,4,4,5,1,2,6,1,6,1,6,2,1,2,2,1,3,4,3
"2022-04-23",157,5,4,4,4,3,2,3,2,3,2,4,2,2,3,2,3,2,4,4,4,4,4,4,1,2,6,1,6,1,6,2,4,1,2,1,2,3,2
"2022-04-23",166,4,4,2,3,4,3,4,2,4,2,3,2,1,3,1,4,3,4,4,5,4,4,5,1,2,6,1,6,1,6,2,2,3,2,1,2,4,2
"2022-04-23",234,4,5,4,3,4,4,5,4,4,5,4,5,4,5,4,4,5,4,4,3,4,5,5,1,2,5,1,5,1,6,1,4,3,1,4,4,3,4
"2022-04-23",262,4,4,4,4,4,4,2,3,4,4,5,4,3,3,2,3,4,5,5,5,4,4,5,1,2,6,1,6,1,6,2,5,2,2,1,2,3,1
"2022-04-23",248,5,3,4,3,3,3,2,2,3,1,4,4,4,4,3,4,4,3,4,5,3,4,4,1,2,5,1,5,1,5,2,4,2,1,3,4,3,3
"2022-04-23",172,5,4,4,3,2,2,2,2,3,4,4,4,4,4,4,3,2,4,4,5,5,5,5,1,2,6,2,6,1,6,2,5,2,2,1,2,3,2
"2022-04-23",179,4,5,3,5,2,2,3,3,4,4,4,2,1,1,1,5,3,5,5,5,1,1,1,1,2,6,1,6,2,6,2,2,2,2,1,2,3,3
"2022-04-23",228,5,2,5,4,4,1,1,1,3,1,2,1,1,3,1,1,1,1,1,5,5,5,5,1,2,6,1,6,1,5,2,4,2,1,4,4,2,3
"2022-04-23",166,5,1,5,4,4,1,1,1,4,1,3,1,1,5,1,1,1,5,5,5,4,5,5,1,2,6,1,5,1,5,2,4,2,1,4,4,3,3
"2022-04-23",174,5,4,5,4,5,4,2,3,4,2,4,4,4,5,2,2,5,5,4,4,5,5,5,1,2,6,1,6,1,5,2,4,2,2,1,2,3,3
"2022-04-23",128,4,4,4,4,4,3,2,2,2,3,2,4,5,5,2,5,1,5,4,5,5,5,5,1,2,6,1,6,1,6,1,4,4,2,2,3,3,4
"2022-04-23",189,5,5,5,5,5,4,4,4,4,2,4,5,5,5,3,5,2,3,4,5,4,4,5,1,2,6,1,6,1,6,2,4,2,2,4,4,3,3
"2022-04-24",408,4,4,4,4,4,2,2,2,4,4,4,2,2,4,2,4,4,2,2,4,2,2,2,2,2,5,3,4,1,5,2,2,2,1,4,4,3,5
"2022-04-24",231,4,2,4,4,4,4,4,4,4,2,4,3,4,4,2,4,2,4,4,4,4,4,4,1,2,5,2,5,1,5,2,5,2,2,1,2,2,3
"2022-04-24",270,2,2,2,2,2,2,2,2,3,2,2,4,4,4,3,4,2,4,4,4,2,2,2,1,2,6,1,5,1,6,2,4,3,2,1,2,3,3
"2022-04-24",143,2,1,1,4,1,2,1,1,1,3,2,1,1,4,1,5,5,5,5,2,1,1,1,2,2,4,2,5,1,5,2,1,2,2,1,2,2,1
"2022-04-24",138,5,3,4,4,4,2,2,1,4,3,4,4,4,4,1,3,1,5,5,5,5,5,5,1,2,6,1,6,1,6,2,5,1,2,2,2,3,4
"2022-04-24",147,5,5,5,4,4,5,3,4,5,4,5,3,3,4,4,5,5,5,5,5,5,4,5,1,2,6,2,1,2,1,2,4,2,2,1,2,3,2
"2022-04-24",183,4,4,4,4,4,4,3,3,4,2,4,3,2,4,2,4,4,4,3,4,4,4,4,1,2,6,4,5,1,5,2,5,2,2,2,2,2,4
"2022-04-24",206,4,2,1,2,4,2,4,1,2,3,4,4,4,4,3,5,5,4,5,5,4,4,3,1,2,6,1,6,1,6,2,4,2,1,1,2,3,3
"2022-04-24",286,4,4,4,4,3,2,2,2,4,2,4,2,4,4,2,4,2,4,5,4,5,5,5,1,2,6,2,6,1,6,2,2,2,2,1,2,4,1
"2022-04-24",183,5,4,4,4,3,2,2,2,4,2,4,4,5,5,1,3,5,4,5,5,4,4,5,1,2,6,2,6,1,6,2,4,2,2,1,2,4,4
"2022-04-24",175,4,3,4,4,2,5,3,4,3,4,5,4,4,5,3,5,4,4,2,4,4,4,4,1,2,6,1,6,1,6,2,4,2,2,1,2,3,3
"2022-04-24",213,4,5,3,4,3,3,5,5,2,4,4,4,5,5,3,3,3,2,2,4,5,5,5,1,2,6,2,6,1,6,2,1,3,2,1,2,3,1
"2022-04-24",209,3,2,3,4,3,4,3,3,4,4,4,3,3,4,2,4,2,3,3,4,4,3,4,1,2,5,1,5,1,5,2,2,2,2,3,3,3,4
"2022-04-24",168,4,2,4,4,4,1,1,1,4,2,2,4,4,4,2,2,2,3,4,2,4,4,4,1,2,6,1,6,1,6,2,4,2,2,2,3,4,4
"2022-04-24",342,4,4,4,3,2,2,2,3,3,3,3,2,1,1,2,2,4,5,4,5,2,1,3,1,2,6,1,6,1,6,2,5,2,1,4,5,3,3
"2022-04-24",134,4,5,4,2,2,2,2,1,4,1,5,1,1,4,1,5,2,4,2,5,5,5,5,1,2,5,1,5,1,5,2,1,5,2,1,3,4,5
"2022-04-24",144,5,4,5,2,2,1,1,2,4,5,4,3,1,1,1,3,2,1,5,1,2,1,1,1,2,6,1,6,1,6,2,5,1,2,1,2,3,2
"2022-04-24",141,5,4,4,5,4,5,2,3,5,4,5,4,4,5,2,4,5,3,2,5,5,5,5,1,2,6,2,6,1,6,2,5,2,1,2,2,4,3
"2022-04-24",166,4,2,4,3,2,4,2,2,2,2,4,2,2,4,2,2,4,4,2,2,4,4,2,1,2,5,4,6,1,4,2,1,1,2,1,1,2,1
"2022-04-24",667,5,5,4,2,4,5,1,2,4,4,4,5,5,4,2,4,5,5,2,4,4,5,2,1,2,6,1,5,1,5,1,5,4,2,3,4,3,3
"2022-04-24",179,5,4,4,4,4,2,2,2,4,2,2,2,2,2,2,4,2,4,4,4,5,5,5,1,2,5,4,6,1,6,2,5,2,2,1,2,3,2
"2022-04-24",536,4,4,5,1,4,5,3,2,4,3,5,4,4,3,4,4,5,4,3,5,4,4,3,1,2,4,1,4,1,4,1,4,3,2,4,5,2,4
"2022-04-24",654,4,5,5,3,5,4,3,5,4,2,4,4,5,4,1,5,4,4,1,3,2,3,1,1,2,6,1,4,1,4,2,5,3,1,4,6,2,4
"2022-04-24",142,5,4,5,5,3,1,1,1,2,4,5,4,3,5,1,4,3,5,5,5,5,5,5,1,2,6,2,6,1,6,2,2,2,2,1,2,3,2
"2022-04-24",154,4,4,3,3,3,2,2,2,2,2,4,3,2,3,2,4,3,5,4,4,4,4,3,1,2,6,2,6,1,6,2,3,1,2,1,2,4,1
"2022-04-24",167,3,2,4,2,2,2,2,1,3,2,3,2,3,2,1,4,1,3,2,4,4,4,4,1,2,4,2,5,1,5,2,2,2,2,1,1,3,1
"2022-04-24",311,4,1,2,2,2,2,3,2,2,4,4,1,1,5,1,5,3,4,2,5,5,5,5,1,2,6,1,6,1,6,2,1,2,2,2,3,4,3
"2022-04-24",533,5,4,5,5,5,1,1,1,2,1,3,1,5,5,1,5,3,5,5,5,5,5,5,1,2,6,1,4,1,6,2,5,3,2,2,2,1,2
"2022-04-24",199,4,4,4,4,3,2,2,2,3,1,3,1,2,4,4,4,2,4,4,4,4,4,4,1,2,6,4,6,1,6,2,2,1,1,1,2,3,1
"2022-04-24",503,5,5,5,4,3,3,2,2,4,5,3,2,1,5,4,4,3,5,5,5,3,3,4,1,2,5,1,4,1,5,2,1,1,2,4,7,2,2
"2022-04-24",174,5,5,5,5,5,5,4,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,6,2,6,1,5,2,5,2,2,1,2,2,2
"2022-04-25",213,5,4,4,5,5,5,4,4,5,4,5,4,4,5,3,4,2,5,3,4,5,5,5,1,2,5,1,5,1,5,2,4,2,2,4,4,4,6
"2022-04-25",180,5,4,4,5,3,4,4,2,4,2,5,2,3,4,1,4,3,2,3,5,4,4,5,1,2,6,2,6,1,5,2,3,2,2,1,2,4,1
"2022-04-25",172,5,4,5,5,3,2,1,1,2,2,1,4,5,5,1,5,3,5,5,5,5,5,5,1,2,6,1,6,1,5,2,2,2,2,1,2,3,4
"2022-04-25",193,2,3,2,2,2,2,4,3,2,1,1,1,1,1,1,4,5,5,4,5,1,1,1,1,2,5,1,3,1,5,1,5,1,2,4,3,3,2
"2022-04-25",224,2,3,2,4,3,2,2,1,5,4,4,2,2,4,2,5,2,5,5,5,4,4,5,1,2,6,2,6,1,6,2,1,1,2,1,2,3,3
"2022-04-25",137,5,4,4,4,5,4,3,3,4,3,4,4,4,5,2,4,3,4,3,4,4,4,4,1,2,6,2,6,1,6,2,5,1,2,1,2,3,2
"2022-04-25",436,4,4,5,2,4,1,2,2,4,3,5,5,4,5,1,4,4,2,1,4,5,5,3,1,2,5,1,5,1,5,1,5,3,2,2,2,3,4
"2022-04-25",928,5,4,5,3,5,3,3,4,5,4,5,4,4,5,3,5,5,4,3,4,4,3,2,1,2,6,1,5,1,5,2,4,4,2,3,3,3,3
"2022-04-25",171,5,5,4,4,5,5,3,4,4,3,2,5,5,5,5,5,5,5,5,5,5,5,2,1,2,4,2,6,1,6,1,4,2,2,2,2,3,1
"2022-04-25",171,2,2,2,1,1,1,3,2,1,1,4,1,1,4,2,4,4,3,1,5,2,1,1,1,2,6,2,6,1,6,2,2,1,2,2,2,3,1
"2022-04-25",202,5,3,4,4,2,2,3,3,4,2,4,3,3,4,2,4,2,5,2,5,5,5,5,1,2,6,2,6,1,5,2,4,2,2,1,2,2,1
"2022-04-25",585,4,4,5,4,5,2,2,1,4,4,5,5,4,5,1,5,4,4,1,4,2,1,1,1,2,6,1,5,1,5,1,5,5,2,4,4,4,4
"2022-04-25",227,5,5,5,4,4,4,4,4,5,1,4,2,2,4,2,4,5,5,5,5,4,4,4,1,2,5,1,6,1,5,2,1,2,2,2,3,4,6
"2022-04-25",252,4,3,4,2,3,4,2,2,4,4,3,3,3,4,2,4,2,4,2,4,5,5,5,1,2,6,1,6,1,6,2,1,4,2,2,2,4,4
"2022-04-25",148,4,2,4,4,2,2,2,1,4,1,4,3,2,4,3,4,2,4,4,5,4,4,5,1,2,3,2,6,1,6,2,4,2,2,1,2,3,1
"2022-04-25",398,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,3,3,4,4,4,2,2,2,1,2,6,1,6,1,6,2,2,1,2,4,7,2,2
"2022-04-25",279,4,2,2,2,3,2,2,2,4,3,2,3,3,3,2,2,2,2,2,5,2,2,2,1,2,6,1,6,1,6,1,5,2,1,4,5,4,6
"2022-04-25",192,2,1,2,2,2,2,1,2,2,4,4,4,4,4,2,4,4,4,1,4,5,5,5,1,2,6,1,6,1,5,2,2,3,1,4,4,3,5
"2022-04-27",133,5,4,5,5,5,4,3,5,4,4,4,5,4,5,5,4,4,5,3,4,5,5,4,1,2,6,1,6,1,6,2,2,1,1,4,5,2,2
"2022-04-28",141,4,2,2,2,2,2,4,2,2,4,2,4,4,4,4,4,4,4,4,4,5,5,5,1,2,5,1,5,1,5,2,4,5,1,4,5,4,4
"2022-04-28",240,3,2,2,3,2,3,3,2,2,2,2,2,4,2,3,3,3,4,3,4,3,2,2,1,2,6,1,6,1,6,2,1,1,2,4,6,3,5
"2022-04-28",285,5,4,5,4,5,3,2,3,4,3,5,3,3,2,2,4,2,3,4,3,2,3,3,1,2,6,1,6,1,6,2,4,1,1,5,5,3,3
"2022-04-29",142,4,2,2,2,2,3,2,2,2,3,2,3,4,4,2,2,2,4,4,4,5,5,5,1,2,6,2,6,1,6,2,3,5,2,6,1,2,2
"2022-04-29",138,4,4,2,5,2,2,3,4,4,1,4,4,5,4,1,5,1,2,2,3,5,5,4,1,2,6,1,6,1,6,2,4,2,1,4,4,3,4
"2022-04-29",202,4,4,4,5,4,5,5,3,4,4,4,3,4,4,2,4,5,5,2,5,2,2,2,1,2,5,1,5,1,5,2,4,3,2,2,3,3,4
"2022-04-29",145,5,3,4,4,2,4,4,1,2,1,2,2,2,4,1,4,2,4,4,5,5,5,4,1,2,6,2,6,1,5,2,4,2,2,1,1,2,1
"2022-04-29",187,5,5,5,4,4,5,4,4,5,3,3,3,4,4,2,4,4,4,2,5,5,5,5,1,2,6,2,6,1,6,2,4,4,2,1,2,3,1
"2022-04-29",313,4,2,2,2,1,2,2,2,2,4,1,2,2,4,1,4,5,5,5,5,5,5,5,1,2,6,1,6,1,6,2,2,1,2,4,5,3,4
"2022-04-29",132,5,2,2,2,2,2,2,2,2,4,2,2,4,4,1,2,2,2,2,3,1,2,2,1,2,6,2,6,1,6,2,1,2,1,2,2,3,2
"2022-04-29",297,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,1,2,2,1,2,4,5,5,1,2,3,1,3,1,3,2,2,2,1,4,5,3,3
"2022-04-29",180,5,4,4,5,4,4,4,4,3,3,4,3,5,5,4,5,4,5,5,5,5,5,5,1,2,6,1,6,1,6,2,4,3,2,2,3,4,3
"2022-04-29",158,4,4,4,4,3,4,1,1,1,2,2,2,2,2,2,2,2,1,1,4,4,4,4,1,2,6,1,6,1,6,2,1,1,1,2,2,3,3
"2022-04-29",542,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,4,2,2,4,2,2,2,1,2,6,1,6,1,3,2,2,3,2,4,4,3,5
"2022-04-29",193,4,1,4,2,2,3,4,2,4,2,4,1,1,5,2,3,4,5,2,5,5,5,5,1,2,6,2,6,1,6,2,2,2,2,2,2,3,1
"2022-04-29",338,2,2,1,1,2,1,1,1,1,4,2,1,2,2,1,4,4,2,2,4,2,2,2,1,2,6,1,6,2,1,2,2,2,1,4,4,3,5
"2022-04-29",150,2,2,2,2,2,1,1,1,1,2,2,2,2,4,1,4,4,2,2,4,2,2,2,1,2,6,1,6,2,1,2,2,3,2,2,3,3,4
"2022-04-29",499,4,4,4,4,4,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,4,4,1,2,6,1,6,1,5,2,2,4,2,1,3,3,4
"2022-04-29",248,4,4,4,3,3,2,3,1,5,5,4,4,3,2,3,4,2,4,4,5,4,3,3,1,2,5,2,6,1,6,2,5,3,2,1,2,3,3
"2022-04-30",159,4,4,4,5,2,2,1,1,3,2,4,3,4,5,5,5,3,5,5,5,4,4,4,1,2,6,1,6,1,6,2,2,5,1,1,3,3,4
"2022-04-30",160,4,2,2,2,2,4,3,3,4,4,4,4,3,4,2,4,4,4,2,4,2,2,3,1,2,6,1,6,1,6,2,1,2,1,2,4,4,5
"2022-04-30",167,3,2,2,3,1,2,4,3,2,4,4,2,2,4,2,3,4,4,5,5,5,5,5,1,2,6,2,6,1,6,2,4,1,2,1,2,3,1
"2022-04-30",185,4,4,5,4,4,5,4,4,5,4,4,5,5,4,2,2,5,2,4,5,5,4,5,1,2,6,1,6,1,5,2,4,2,2,4,4,4,4
"2022-04-30",166,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,2,4,4,5,5,2,2,6,1,6,1,6,1,4,2,2,2,2,4,4
"2022-04-30",304,2,2,2,2,1,1,1,1,1,4,2,1,1,4,1,4,4,4,2,5,2,2,2,1,2,6,1,6,1,4,2,4,3,1,4,5,3,6
"2022-04-30",235,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,4,4,4,2,5,1,1,1,1,2,6,1,6,1,4,2,2,3,1,4,6,3,6
"2022-04-30",324,5,4,5,4,5,4,4,5,4,5,4,4,5,5,3,2,1,2,2,2,5,4,5,1,2,3,1,3,1,3,2,2,2,1,4,5,3,4
"2022-04-30",135,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,4,4,2,2,5,2,2,2,1,2,6,1,6,1,5,2,2,3,1,4,5,2,5
"2022-04-30",300,4,5,5,5,4,5,4,5,4,4,4,5,4,5,3,2,2,1,2,1,4,4,5,1,2,3,1,3,1,3,2,2,2,1,4,6,3,4
"2022-04-30",229,2,1,1,1,2,1,1,2,1,4,1,1,1,4,2,4,4,4,4,5,2,2,2,1,2,6,1,6,2,5,2,4,3,1,4,5,3,5
"2022-04-30",179,4,5,5,4,5,4,5,5,4,5,5,4,5,4,4,1,1,2,2,1,4,5,4,1,2,3,1,3,1,3,2,2,2,1,4,3,3,4
"2022-04-30",160,4,5,4,4,5,3,4,4,3,3,2,3,2,3,2,2,3,3,2,3,2,3,3,1,2,6,1,6,1,6,2,5,4,2,4,6,3,1
"2022-04-30",153,4,2,2,1,2,4,3,1,4,4,4,2,2,4,2,2,2,4,4,4,4,2,2,1,2,5,2,4,1,5,2,2,2,2,1,3,3,5
"2022-05-01",305,4,3,4,4,4,4,3,4,2,4,4,4,4,4,3,2,3,4,4,4,4,4,4,1,2,6,1,5,1,6,1,5,3,1,3,2,3,2
"2022-05-01",223,5,4,4,5,4,4,4,5,5,5,4,5,4,5,2,2,5,4,5,5,5,4,5,1,2,6,1,5,1,6,2,4,2,1,1,3,3,2
"2022-05-01",128,4,3,4,2,4,4,3,3,2,4,4,4,5,5,2,3,2,4,5,5,5,5,5,1,2,6,2,6,1,6,2,4,4,2,1,2,3,5
"2022-05-01",220,5,5,4,4,4,5,5,4,5,4,4,5,5,5,4,2,1,2,1,2,5,4,5,1,2,3,1,3,1,3,2,2,2,1,4,3,3,3
"2022-05-01",250,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,4,4,4,4,5,2,2,2,1,2,6,1,6,2,4,2,4,3,1,4,5,3,5
"2022-05-01",869,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,4,4,4,5,5,1,1,1,1,2,6,1,6,2,4,2,4,2,2,4,5,3,5
"2022-05-01",537,2,2,2,1,2,1,1,1,1,4,2,1,1,4,1,4,5,4,4,5,1,2,1,1,2,6,1,5,2,4,2,4,3,2,4,5,3,5
"2022-05-01",125,2,2,2,2,1,2,1,1,1,5,2,4,4,5,3,4,4,5,2,5,5,4,5,1,2,6,1,6,1,5,2,1,2,2,4,5,4,5
"2022-05-01",510,1,2,2,1,2,1,2,2,1,4,1,2,2,4,2,4,4,4,4,5,2,2,2,1,2,5,1,6,2,3,2,4,3,2,4,5,3,5
"2022-05-01",405,5,4,4,4,5,5,4,5,4,5,4,5,5,4,4,2,1,2,2,2,4,5,4,1,2,3,1,3,1,3,2,2,2,1,4,5,3,3
"2022-05-01",882,2,2,1,1,2,2,1,1,1,4,1,2,2,4,2,4,5,4,4,5,2,2,2,1,2,6,1,6,1,4,2,2,3,1,4,5,2,3
"2022-05-01",656,2,2,1,1,2,1,1,1,2,4,1,2,1,4,2,4,4,4,2,5,2,1,2,1,2,6,1,6,1,4,2,2,3,2,2,3,3,4
"2022-05-01",539,2,1,2,1,2,1,1,2,1,4,2,2,2,4,1,4,5,4,4,5,1,1,2,1,2,6,1,6,2,1,2,4,2,1,2,3,3,4
"2022-05-01",485,2,2,1,2,1,2,1,1,2,4,2,2,1,4,1,4,4,4,2,5,2,2,2,1,2,5,1,6,2,1,2,2,2,1,3,3,3,5
"2022-05-01",302,4,5,4,5,5,4,5,5,4,4,5,5,4,5,5,2,1,2,2,1,4,5,5,1,2,3,1,3,1,3,2,2,2,1,4,5,3,4
