"Time","Responds","BR1","BR2","BR3","BR4","BR5","BE1","BE2","BE3","BE4","SE1","SE2","SE3","SE4","SE5","SE6","PS1","PS2","PS3","PS4","PS5","WI1","WI2","WI3","highrisk","entertain","entertain_close_time","wfh","wfh_time","block","block_time","business","income","tourtime","gender","marriage","age","education","aveincome"
"2022-04-15",228,4,4,4,3,4,2,2,2,4,2,2,2,2,2,2,4,2,2,4,4,4,4,4,1,2,6,1,6,1,6,2,1,2,2,1,2,3,4
"2022-04-15",190,4,4,3,3,5,2,1,1,2,1,2,3,3,4,2,5,5,5,5,5,3,3,4,1,2,6,2,6,1,6,2,4,2,1,1,2,3,1
"2022-04-15",190,5,5,5,5,4,5,5,5,5,2,5,5,5,5,1,4,4,4,4,5,5,5,5,1,2,5,2,5,1,4,2,3,2,2,1,2,3,2
"2022-04-15",189,5,4,4,2,4,3,3,1,4,3,4,3,4,4,4,4,4,5,4,5,4,4,5,1,2,6,2,6,1,6,2,4,1,1,2,2,4,1
"2022-04-15",209,5,2,4,4,4,2,3,3,4,2,4,2,1,1,1,5,3,5,5,5,5,5,5,1,2,6,1,6,1,6,2,4,2,2,1,3,3,3
"2022-04-15",147,4,2,2,4,2,3,2,2,2,4,4,2,5,5,5,2,4,4,5,5,5,5,5,1,2,4,2,3,1,3,2,2,1,1,2,2,4,1
"2022-04-15",230,5,4,5,5,4,2,1,1,4,5,4,5,4,4,5,5,4,4,5,4,4,5,4,1,2,5,1,5,1,5,2,4,2,1,4,4,3,4
"2022-04-15",212,5,4,5,5,4,2,1,1,4,5,4,4,4,4,5,5,4,4,5,4,4,5,4,1,2,5,1,5,1,5,2,4,2,1,4,4,3,4
"2022-04-15",506,4,3,4,3,2,3,3,4,4,4,3,3,3,4,4,4,4,4,5,4,5,5,3,1,2,5,1,6,1,5,1,3,2,2,1,2,3,2
"2022-04-15",138,5,4,4,4,3,3,4,2,4,3,4,4,2,4,2,2,2,4,2,4,5,4,4,1,2,5,2,6,1,6,2,2,2,2,1,2,2,1
"2022-04-15",206,5,4,4,2,2,4,2,2,4,2,4,4,4,4,1,4,2,4,4,5,4,4,4,1,2,4,2,4,1,4,2,2,2,2,1,2,3,1
"2022-04-15",216,4,4,4,5,2,1,2,2,4,2,4,2,4,4,2,4,5,4,4,5,4,3,4,1,2,5,4,6,1,6,2,1,1,2,1,2,4,1
"2022-04-15",216,5,4,4,4,4,2,2,2,4,2,4,2,2,2,2,4,2,4,4,5,4,4,4,1,2,4,1,4,1,4,2,4,2,1,3,3,3,5
"2022-04-15",136,5,2,4,5,5,4,2,2,2,4,4,4,4,2,2,2,2,2,2,5,4,4,4,1,2,6,3,6,1,6,2,5,4,1,1,2,3,2
"2022-04-15",246,5,2,3,3,4,4,2,3,2,2,4,2,2,4,2,4,3,4,4,4,5,5,5,1,2,4,1,4,1,4,2,5,2,1,1,2,1,2
"2022-04-15",319,4,2,4,4,4,2,2,2,2,2,4,2,2,4,2,4,5,5,4,5,4,4,4,1,2,5,1,5,1,5,2,1,3,2,2,3,4,5
"2022-04-16",138,4,3,3,4,2,3,4,2,4,2,3,2,3,5,2,2,2,4,2,4,5,5,4,1,2,3,2,6,1,6,2,2,4,1,1,2,3,3
"2022-04-16",193,5,5,5,2,1,4,5,5,4,4,5,2,2,4,3,4,2,2,4,5,4,4,2,1,2,6,2,6,1,6,2,5,2,2,1,2,3,1
"2022-04-16",246,4,2,4,4,2,2,2,1,2,2,4,3,3,4,1,4,4,4,4,5,5,5,5,1,2,5,2,6,1,6,1,3,2,2,1,2,3,1
"2022-04-16",150,5,4,4,4,4,3,3,3,4,4,4,4,3,4,3,5,5,5,5,5,5,5,5,1,2,5,2,5,1,4,2,4,3,2,1,2,3,3
"2022-04-16",212,5,2,4,4,4,3,2,2,5,3,4,4,4,5,3,4,4,4,4,5,5,5,5,1,2,5,1,4,1,4,1,4,5,2,1,3,3,3
"2022-04-16",211,5,4,4,2,2,2,2,1,4,2,4,2,2,5,2,2,2,4,2,4,5,5,5,1,2,5,2,6,1,6,2,2,2,2,1,2,3,1
"2022-04-16",399,5,4,4,4,3,2,5,2,4,4,5,1,2,4,1,5,4,5,2,5,5,5,5,1,2,4,2,6,1,4,1,4,2,2,1,2,3,2
"2022-04-16",314,4,4,4,3,4,2,4,2,4,3,2,4,4,4,4,5,3,4,4,5,5,4,5,1,2,6,1,6,1,6,2,4,4,2,1,2,4,3
"2022-04-16",128,5,4,5,4,5,3,4,4,5,2,5,3,4,5,4,4,3,5,5,5,5,5,5,1,2,4,1,4,1,4,2,4,1,2,1,2,3,3
"2022-04-16",159,5,4,3,3,2,4,4,3,3,2,4,2,3,2,2,4,4,4,2,5,4,4,3,1,2,4,1,6,1,4,2,2,3,2,1,3,3,4
"2022-04-16",182,5,5,5,4,5,4,5,5,5,5,4,5,5,4,5,2,1,1,2,1,4,5,4,1,2,3,1,3,1,3,2,2,3,1,4,3,3,3
"2022-04-16",420,5,3,3,5,4,2,2,2,3,2,3,3,3,3,2,4,5,4,5,5,2,2,2,1,2,5,1,5,1,4,2,5,2,2,2,2,3,3
"2022-04-17",156,2,2,1,2,1,3,3,2,2,3,2,1,4,4,4,5,4,4,3,5,4,4,4,1,2,4,1,4,1,4,2,2,3,2,2,2,4,4
"2022-04-17",240,2,2,2,2,2,2,1,1,1,2,2,3,1,1,1,5,5,5,5,5,5,5,5,1,2,5,2,6,1,6,2,3,1,2,1,2,3,1
"2022-04-17",137,4,5,4,4,4,4,3,3,4,2,3,3,3,4,3,4,4,4,4,5,5,5,4,1,2,6,2,6,1,6,2,1,1,2,1,2,4,1
"2022-04-17",158,5,2,2,4,2,2,2,2,2,4,4,4,4,4,2,4,2,3,2,4,5,5,5,1,2,2,2,6,1,6,2,2,1,2,1,2,4,1
"2022-04-17",171,4,4,4,4,3,3,3,2,4,3,4,4,4,4,2,4,3,3,4,4,4,3,4,1,2,4,2,4,1,4,2,3,2,2,1,2,3,1
"2022-04-17",233,4,2,2,2,4,2,1,1,2,4,4,2,2,3,4,4,4,4,5,5,2,3,2,1,2,6,1,3,1,4,2,4,2,2,5,4,2,3
"2022-04-17",297,5,5,5,5,4,4,3,3,4,2,4,2,2,2,2,3,2,4,2,2,2,2,1,1,2,6,1,6,1,6,2,5,1,2,4,4,1,2
"2022-04-17",222,4,4,4,4,4,3,4,2,4,2,5,5,5,5,3,4,2,2,4,5,5,5,5,1,2,5,1,6,1,6,2,2,4,2,2,2,4,2
"2022-04-17",457,4,5,4,4,4,3,2,3,4,5,4,4,5,4,2,4,5,5,4,5,4,5,4,1,2,5,1,5,1,5,2,5,2,1,2,2,3,3
"2022-04-17",419,4,3,4,5,4,3,2,2,4,5,5,4,4,5,2,4,5,4,4,5,4,5,4,1,2,5,1,5,1,5,2,5,2,2,2,2,3,3
"2022-04-18",216,4,4,4,2,2,4,4,3,4,3,4,3,3,4,3,4,3,4,2,5,4,4,2,1,2,5,1,5,1,5,2,1,3,2,2,2,4,4
"2022-04-18",220,3,2,2,3,3,3,1,4,3,3,3,3,4,4,1,4,4,4,4,5,3,2,1,1,2,5,2,5,1,5,2,1,2,2,1,2,3,3
"2022-04-18",166,4,4,4,3,4,3,2,1,3,3,4,3,3,4,2,4,2,3,4,4,4,4,4,1,2,5,2,6,1,6,1,4,2,2,1,3,4,1
"2022-04-18",159,4,3,3,2,3,4,4,3,2,4,3,4,4,4,2,4,3,4,4,5,4,4,3,1,2,3,1,3,1,3,1,2,2,2,2,2,4,2
"2022-04-18",157,4,2,2,3,2,4,2,4,5,4,4,2,4,5,2,4,4,4,2,5,5,5,5,1,2,5,2,6,1,5,2,4,3,2,2,2,4,2
"2022-04-18",143,4,2,2,2,2,2,2,1,2,4,4,4,4,4,1,1,4,4,4,5,4,4,4,1,2,4,1,4,1,5,2,4,2,2,1,2,3,2
"2022-04-18",139,5,4,5,4,4,4,5,5,5,3,4,5,5,4,3,5,4,3,2,5,5,5,5,2,2,4,1,6,1,5,2,5,2,2,2,2,3,2
"2022-04-18",216,5,4,4,4,4,5,5,4,4,3,4,3,4,4,4,4,3,5,5,5,4,3,4,1,2,4,2,4,1,4,2,3,1,2,1,2,3,1
"2022-04-18",153,2,1,4,4,1,2,2,2,3,5,2,2,2,4,1,3,4,4,3,3,4,4,3,1,2,5,2,5,1,5,2,3,1,2,6,1,1,2
"2022-04-18",191,4,2,2,2,4,1,2,2,3,2,4,3,2,4,2,2,4,2,5,5,4,4,5,1,2,6,2,6,1,6,2,5,2,2,1,2,3,1
"2022-04-18",200,5,4,4,4,4,3,4,3,3,3,3,2,3,4,3,4,2,4,4,4,2,2,2,1,2,6,2,6,1,5,2,4,1,2,1,2,3,1
"2022-04-18",238,5,2,4,5,5,2,4,4,2,2,5,3,4,5,3,5,4,5,2,5,5,5,4,1,2,6,2,6,1,6,2,4,2,2,1,2,3,1
"2022-04-18",305,4,4,5,4,4,3,2,3,4,4,3,4,4,5,2,5,4,4,5,5,4,5,5,1,2,6,1,6,1,6,2,2,3,1,4,3,3,4
"2022-04-18",146,5,4,4,4,4,3,2,2,4,4,4,2,2,4,2,5,4,4,4,4,4,4,4,1,2,5,1,5,1,4,2,2,2,1,2,4,4,6
"2022-04-18",167,4,5,4,5,5,5,5,4,5,3,5,5,5,5,5,2,2,2,4,5,5,5,5,2,2,6,2,6,1,6,2,5,2,2,2,2,3,1
"2022-04-18",231,4,2,4,4,2,1,2,2,2,2,4,2,2,3,1,4,2,4,3,4,5,5,4,1,2,5,2,5,1,5,2,4,3,2,1,2,3,2
"2022-04-18",136,4,1,3,1,1,1,1,1,1,2,4,4,5,5,1,5,5,5,4,5,2,1,1,1,2,4,2,6,1,4,2,2,3,2,1,2,3,1
"2022-04-18",237,4,2,2,2,2,1,1,1,4,1,4,4,4,4,3,5,5,5,5,5,4,4,4,1,2,6,2,6,1,6,2,1,2,2,1,2,3,1
"2022-04-18",153,5,4,5,4,4,3,2,2,5,2,2,3,4,4,2,1,1,1,4,5,5,5,5,1,2,4,2,6,1,4,2,5,1,2,1,2,3,1
"2022-04-18",155,4,4,4,2,3,2,3,2,4,3,3,2,2,2,1,2,3,2,2,5,5,5,5,1,2,5,1,5,1,5,1,1,1,2,1,2,3,2
"2022-04-18",146,4,4,4,4,3,3,3,2,4,3,4,3,4,5,2,4,4,4,2,5,4,4,5,1,2,5,2,6,1,6,2,4,2,2,2,2,3,2
"2022-04-18",453,5,4,5,5,4,2,1,1,3,2,2,2,2,4,2,1,1,4,5,5,5,5,5,1,2,5,1,5,1,5,2,2,2,2,1,2,3,1
"2022-04-18",194,5,4,5,3,4,4,3,3,4,2,4,3,3,4,1,4,3,4,5,5,4,4,4,1,2,6,2,6,1,6,2,5,2,2,1,2,3,1
"2022-04-18",261,4,2,4,4,4,2,2,2,2,2,2,2,2,3,1,4,3,4,3,5,4,4,4,1,2,4,1,5,1,4,2,2,1,2,1,4,3,4
"2022-04-18",169,3,2,2,2,3,2,1,2,1,3,4,4,3,4,2,2,2,3,3,4,4,4,4,1,2,4,2,3,1,3,2,3,1,2,1,1,1,1
"2022-04-18",160,4,3,4,4,4,2,2,2,2,3,3,2,2,3,1,4,4,5,3,5,4,4,4,1,2,4,1,5,1,4,2,2,1,2,1,4,3,4
"2022-04-18",425,5,4,4,4,4,3,4,3,4,1,5,2,2,5,1,5,5,3,4,5,5,5,5,1,2,6,3,3,1,5,1,5,5,2,1,2,3,1
"2022-04-18",142,4,2,4,4,4,2,2,2,2,2,4,2,2,4,4,4,4,4,4,4,2,2,2,1,2,5,2,5,1,5,2,4,2,2,1,2,2,1
"2022-04-19",180,5,2,5,4,4,4,4,3,3,4,4,2,2,4,2,5,4,5,1,5,2,2,4,1,2,6,2,6,1,6,2,1,4,1,2,2,3,3
"2022-04-19",206,4,4,5,5,4,5,4,5,4,5,4,5,5,5,4,2,1,2,1,1,4,4,5,1,2,3,1,3,1,3,2,2,3,1,4,3,3,4
"2022-04-19",135,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,3,3,3,3,4,3,1,2,6,2,6,1,6,2,3,1,2,6,1,1,2
"2022-04-19",141,5,4,5,4,4,4,3,3,4,2,4,4,4,4,4,5,5,5,3,5,5,5,5,1,2,5,1,5,1,5,2,2,2,2,2,2,4,2
"2022-04-19",180,2,2,1,3,1,3,2,2,4,2,3,4,3,4,1,4,2,3,2,5,5,5,5,1,2,6,1,6,1,6,2,2,2,2,1,3,3,3
"2022-04-19",201,4,3,4,4,4,3,4,3,4,3,4,3,3,3,3,4,3,2,3,4,3,4,4,1,2,3,2,4,2,3,2,4,2,2,1,2,3,3
"2022-04-19",142,5,3,4,5,4,2,2,1,3,2,3,2,3,4,2,4,5,4,5,5,2,2,2,1,2,6,3,5,1,5,1,1,2,2,4,3,3,2
"2022-04-19",135,4,4,4,4,2,2,2,1,3,2,2,3,2,4,4,4,3,4,4,4,5,5,5,1,2,6,2,5,1,6,2,4,2,2,2,2,4,1
"2022-04-19",155,4,2,2,2,2,4,2,2,3,2,4,3,3,4,2,4,2,4,2,4,4,2,3,1,2,6,2,6,1,6,2,2,2,1,2,2,3,1
"2022-04-19",131,5,3,4,4,5,3,2,2,5,2,5,5,5,4,5,5,4,5,4,5,3,2,1,1,2,6,2,6,1,6,2,1,3,1,1,2,3,1
"2022-04-19",162,4,1,1,2,2,1,1,1,1,1,1,3,3,4,2,4,4,4,4,5,2,1,1,1,2,6,2,6,1,6,2,2,1,1,1,2,3,1
"2022-04-19",500,5,2,3,4,3,2,2,2,2,2,2,3,3,3,2,4,4,4,4,5,2,2,2,1,2,5,1,5,1,5,1,4,1,1,2,3,3,2
"2022-04-19",133,4,3,4,4,5,3,2,1,3,2,4,3,3,3,1,2,4,5,4,5,2,2,1,1,2,6,2,6,1,6,2,4,2,2,1,2,3,1
"2022-04-19",204,3,4,4,5,4,4,3,3,4,4,5,3,3,4,4,5,4,5,5,5,3,3,3,1,2,6,1,6,1,6,2,3,1,1,1,2,3,3
"2022-04-19",160,2,3,2,2,2,1,1,1,1,4,3,2,3,2,1,4,1,3,5,5,4,3,2,1,2,6,2,6,1,6,2,4,2,2,2,2,3,2
"2022-04-19",123,5,5,5,4,4,3,3,3,4,4,5,4,4,4,3,4,4,5,2,5,3,3,4,1,2,6,1,4,1,4,2,4,2,2,2,2,3,3
"2022-04-19",204,5,5,4,4,3,2,2,2,4,2,4,4,4,4,3,3,3,2,2,4,5,5,5,1,2,6,2,6,1,6,2,5,2,2,1,2,3,1
"2022-04-19",135,4,4,4,2,2,3,5,2,4,3,4,5,5,5,2,4,4,3,2,5,5,5,5,1,2,6,2,5,2,1,2,2,2,1,1,2,3,1
"2022-04-19",142,5,5,5,5,5,4,2,2,5,2,5,4,4,4,2,3,2,2,4,5,5,5,5,1,2,6,2,6,1,6,2,2,2,2,1,2,3,1
"2022-04-19",146,5,4,4,4,4,2,4,3,5,4,4,3,3,4,2,4,3,4,4,5,4,3,5,1,2,6,2,6,1,6,2,2,2,2,1,2,3,1
"2022-04-19",584,4,5,5,1,4,2,1,3,4,2,5,2,3,4,1,5,4,3,4,5,5,3,3,1,2,3,1,3,1,3,2,4,2,1,3,3,3,4
"2022-04-19",140,4,2,2,3,4,1,1,1,3,1,4,5,5,4,1,4,4,3,5,5,3,3,4,1,2,4,1,4,1,4,1,2,1,1,1,2,3,2
"2022-04-19",163,2,3,2,2,3,4,4,4,4,2,2,2,2,2,2,4,2,4,4,5,3,3,2,2,2,5,1,4,1,4,2,2,1,2,2,3,4,4
"2022-04-19",200,4,4,3,4,4,5,1,1,1,4,2,2,4,4,5,4,4,5,4,4,1,1,1,1,2,5,4,5,1,5,2,5,1,2,4,3,2,3
"2022-04-19",161,4,4,4,4,4,3,4,4,4,2,4,4,4,4,2,4,4,4,5,4,4,4,4,1,2,6,2,6,1,6,2,4,3,1,1,2,4,1
"2022-04-19",197,4,3,2,4,4,4,2,1,4,2,4,2,2,4,2,5,2,4,4,5,5,4,5,1,2,5,1,6,1,6,2,5,1,2,1,2,4,1
"2022-04-19",326,4,2,4,2,2,3,2,2,2,4,5,4,4,5,2,5,4,4,5,5,5,5,5,1,2,5,1,5,1,5,2,4,3,2,2,2,3,2
"2022-04-20",296,4,3,4,4,4,4,3,3,4,2,4,4,3,4,3,3,4,4,2,4,2,2,2,1,2,5,1,4,1,4,2,2,1,2,1,2,3,3
"2022-04-20",187,3,3,4,2,2,4,3,2,4,3,4,4,4,4,2,4,2,2,2,4,4,2,2,1,2,6,1,6,1,6,2,4,3,1,1,3,3,4
"2022-04-20",311,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,1,2,6,2,6,1,6,2,1,2,1,1,2,3,1
"2022-04-20",621,5,3,4,2,4,5,1,2,5,3,5,2,1,3,1,4,5,4,2,4,5,5,4,1,2,5,1,4,1,4,2,5,4,1,4,5,2,6
"2022-04-20",502,5,2,5,4,5,4,2,3,4,4,5,3,4,5,1,4,5,3,1,4,5,4,3,1,1,4,1,4,1,4,1,2,3,1,4,5,2,4
"2022-04-20",150,4,3,4,4,3,2,2,2,2,2,3,4,4,5,4,4,4,5,2,5,5,5,5,1,2,5,2,4,1,5,2,2,2,2,1,2,3,2
"2022-04-20",382,4,2,2,2,2,4,2,4,4,4,4,4,4,4,2,5,4,4,4,5,5,5,5,1,2,6,2,6,1,6,2,2,3,2,1,2,4,4
"2022-04-20",137,2,4,2,2,2,2,4,3,4,2,4,2,2,2,1,5,4,5,3,5,1,1,2,1,2,3,2,6,1,6,2,1,1,2,1,2,3,1
"2022-04-20",181,3,2,3,2,1,3,2,2,4,4,4,4,4,4,3,4,3,2,4,5,4,4,5,1,2,5,2,5,2,4,2,3,3,2,1,2,3,2
"2022-04-20",164,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,4,4,5,5,5,5,5,5,1,2,6,2,6,1,6,1,5,3,2,1,2,4,3
"2022-04-20",143,5,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,2,4,4,5,4,4,5,1,2,5,4,6,1,6,2,4,2,2,1,2,4,2
"2022-04-20",217,5,2,4,2,2,4,4,2,5,2,4,1,2,4,1,2,2,4,2,5,4,4,5,1,2,3,2,4,1,3,2,4,2,2,1,2,3,2
"2022-04-20",189,5,5,5,5,5,4,3,3,4,2,4,2,2,4,2,4,2,4,4,4,5,5,5,1,2,6,1,6,1,6,2,5,2,2,1,3,3,2
"2022-04-20",124,5,5,5,5,5,5,4,3,4,3,3,2,2,2,1,5,1,4,4,5,5,5,5,1,1,6,1,6,1,6,2,5,3,1,1,3,2,3
"2022-04-20",150,5,4,4,4,4,4,4,3,3,1,4,1,1,3,2,5,4,4,5,5,4,2,2,1,2,5,1,5,1,5,2,2,1,2,4,3,3,2
"2022-04-20",209,5,2,2,4,4,2,4,4,4,5,5,3,4,4,2,5,5,5,2,5,5,5,5,1,2,6,1,6,1,6,2,1,2,2,2,2,3,4
"2022-04-20",263,4,2,3,4,2,3,3,2,4,2,2,4,4,5,2,4,5,4,4,5,2,1,2,1,2,4,1,4,1,4,2,2,2,1,1,3,3,3
"2022-04-21",147,4,4,5,5,4,4,4,4,4,4,5,3,4,3,4,4,5,5,4,5,4,4,5,2,2,6,2,6,1,6,2,3,2,1,1,2,3,1
"2022-04-21",246,4,3,2,3,4,2,2,2,4,3,2,3,3,4,2,4,4,4,4,5,4,3,2,1,2,6,1,4,1,6,2,2,2,2,1,4,3,4
"2022-04-21",175,2,2,2,2,2,3,3,2,4,4,3,1,1,2,1,4,2,4,4,5,4,4,4,1,2,6,2,6,2,4,2,4,2,2,1,2,4,1
"2022-04-21",142,4,5,4,3,4,3,2,3,4,3,5,3,3,4,2,4,4,4,3,5,4,4,3,1,2,6,2,6,1,6,2,3,3,2,1,2,3,1
"2022-04-21",121,2,2,2,2,1,2,2,2,2,3,1,1,1,4,1,5,3,5,5,5,4,2,2,1,2,6,2,6,1,6,2,2,2,2,2,2,3,2
"2022-04-21",134,5,4,4,4,3,4,2,2,4,4,4,4,5,5,5,5,5,3,2,4,4,5,5,1,2,6,1,6,1,6,1,4,2,1,1,2,3,2
"2022-04-21",243,2,4,4,5,3,4,4,3,4,3,4,4,4,4,4,5,5,4,5,5,5,5,5,1,2,5,1,6,1,6,2,4,3,2,4,4,3,3
"2022-04-21",170,5,4,4,4,3,4,3,3,4,2,4,3,3,4,3,5,5,4,3,5,4,4,4,1,2,6,2,6,1,6,2,3,2,2,1,2,4,1
"2022-04-21",241,5,4,4,4,4,4,3,4,4,4,4,2,2,4,2,4,4,4,2,5,5,5,5,1,2,6,1,6,1,6,2,5,2,2,1,2,3,2
"2022-04-21",214,1,1,1,1,1,1,1,1,1,3,1,2,1,4,1,2,4,2,1,4,2,1,2,1,2,6,1,6,1,6,2,1,2,2,4,4,3,4
"2022-04-21",224,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,4,5,5,5,5,5,5,5,1,2,5,2,6,1,6,2,4,2,2,2,3,3,4
"2022-04-21",118,5,4,4,4,4,3,3,2,4,1,4,1,1,4,1,5,5,5,5,5,2,1,2,1,2,6,2,6,1,6,2,2,3,2,2,3,4,1
"2022-04-21",198,2,2,2,2,2,4,4,3,2,4,2,3,4,4,2,2,2,2,4,4,4,4,4,1,2,6,2,6,1,6,2,2,2,1,1,2,3,1
"2022-04-21",196,4,4,4,4,4,4,4,4,4,3,2,4,4,4,2,2,1,1,1,4,5,5,4,1,2,6,2,6,1,6,2,2,3,1,2,2,3,4
"2022-04-21",168,5,3,4,4,5,5,5,5,3,1,4,1,1,3,4,4,5,5,4,4,5,5,5,1,2,6,1,6,1,6,2,5,2,2,1,2,3,2
"2022-04-21",185,4,4,2,2,4,4,4,4,4,2,2,4,4,4,5,4,2,4,5,4,2,2,3,1,2,6,2,6,1,5,2,1,1,2,1,2,3,1
"2022-04-21",141,5,4,4,5,5,4,3,3,5,3,4,3,4,4,3,4,2,3,2,4,4,4,4,1,2,4,1,4,1,4,2,4,4,1,2,2,3,5
"2022-04-21",238,4,2,4,4,4,4,2,2,2,3,1,5,5,5,2,5,5,5,5,5,5,5,5,1,2,5,2,6,1,5,2,4,2,1,1,2,3,3
"2022-04-21",238,5,4,4,5,5,5,5,5,5,3,4,4,4,4,4,5,5,5,5,5,5,5,5,1,2,5,1,5,1,5,2,5,2,2,4,4,3,4
"2022-04-21",171,1,1,1,1,1,3,3,2,2,3,4,2,2,4,2,4,2,5,5,5,5,5,5,1,2,6,2,6,1,6,2,4,3,2,2,2,3,1
"2022-04-21",165,5,4,4,2,4,2,2,1,4,4,5,4,5,5,4,4,4,4,5,5,5,5,5,1,2,6,1,6,1,5,2,2,2,1,2,2,3,3
"2022-04-21",165,4,2,3,4,3,4,2,2,4,4,4,3,3,4,1,4,5,4,4,5,5,4,5,1,2,4,2,6,1,6,2,4,2,2,1,3,4,2
"2022-04-21",303,4,2,2,2,2,1,3,2,2,3,2,2,1,5,1,3,2,4,4,5,2,1,2,1,2,5,2,6,1,6,2,4,2,2,1,2,4,1
"2022-04-21",151,5,4,4,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,5,5,5,1,2,6,1,6,1,6,2,2,3,2,2,3,4,2
"2022-04-21",137,4,3,4,4,3,4,4,4,4,2,4,5,4,4,4,4,4,4,3,4,4,4,4,1,2,6,1,6,1,6,2,4,2,2,1,2,3,3
"2022-04-21",146,5,4,4,4,2,4,4,4,4,2,4,2,4,4,2,4,4,4,4,4,4,4,4,1,2,5,1,5,1,5,2,4,4,1,1,3,3,4
"2022-04-21",501,2,4,4,4,4,4,2,2,1,2,4,2,4,4,4,5,2,1,4,5,4,4,3,1,2,5,2,5,1,6,2,2,2,1,1,1,2,1
"2022-04-21",355,2,2,2,2,3,2,2,2,2,2,2,1,1,2,1,5,1,4,4,5,5,5,5,1,2,6,2,6,1,6,2,4,2,2,1,2,4,4
"2022-04-21",124,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,1,4,4,5,5,5,5,1,2,6,2,6,1,2,2,2,2,2,1,2,3,3
"2022-04-21",246,5,5,5,5,5,5,3,4,4,3,4,3,3,4,3,4,4,4,4,4,2,2,2,1,2,5,1,5,1,5,1,5,2,1,4,4,3,3
"2022-04-21",145,5,4,4,5,4,2,2,2,4,2,4,2,2,4,2,3,4,4,4,4,5,4,4,1,2,6,2,6,2,1,2,4,3,2,1,2,3,1
"2022-04-21",130,5,4,4,3,3,3,2,3,2,4,3,4,4,4,2,4,5,4,5,5,4,4,3,1,2,4,1,5,1,4,2,4,2,2,1,2,3,1
"2022-04-21",130,5,4,4,3,4,3,3,2,3,2,4,4,4,4,2,4,4,4,4,5,5,5,5,1,2,6,2,6,1,6,2,4,3,2,1,2,3,1
"2022-04-21",155,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,6,2,6,1,6,2,5,5,1,1,2,3,2
"2022-04-21",231,4,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,3,3,4,3,3,3,1,2,6,1,2,1,6,2,5,2,2,1,2,3,2
"2022-04-21",159,5,3,4,2,3,4,4,4,4,3,4,3,3,4,2,4,4,4,4,4,4,4,4,1,2,5,1,6,1,5,2,4,2,2,1,2,3,2
"2022-04-21",290,5,2,5,5,4,1,1,1,1,2,4,1,1,4,1,3,4,3,4,4,5,5,5,1,2,4,2,2,1,5,2,5,1,2,1,2,3,1
"2022-04-21",350,2,2,2,2,2,1,1,1,1,4,2,3,2,3,2,2,2,2,4,4,4,4,4,1,2,6,1,6,1,5,2,4,2,2,4,5,3,4
"2022-04-21",195,5,3,4,4,3,1,1,1,3,2,4,2,2,4,1,3,2,4,4,4,5,5,5,1,2,4,2,4,1,4,2,5,2,2,2,2,3,2
"2022-04-21",198,5,4,4,4,4,5,4,2,4,3,4,3,3,5,3,4,5,4,3,5,5,4,5,1,2,6,1,6,1,6,2,2,1,2,1,2,4,2
"2022-04-21",228,5,2,4,5,3,1,1,1,1,3,1,3,2,3,1,3,4,4,4,5,5,5,5,1,2,4,2,5,1,4,2,4,2,2,1,2,3,2
"2022-04-21",238,3,2,2,1,2,2,3,1,2,4,4,3,3,5,1,4,3,4,4,5,2,2,2,1,2,6,2,6,1,6,2,2,1,2,1,2,4,1
"2022-04-21",231,5,4,5,4,4,5,3,1,4,4,4,5,5,5,1,3,5,3,5,5,5,4,5,1,2,5,2,6,1,6,2,4,1,2,1,2,3,2
"2022-04-21",138,4,2,3,4,4,2,3,3,2,4,4,3,4,4,2,4,4,4,2,5,4,4,4,1,2,5,1,5,1,5,2,1,2,2,1,2,3,3
"2022-04-22",282,4,2,2,2,3,4,2,2,3,4,3,2,3,4,2,3,4,3,4,4,4,4,4,1,2,6,1,5,1,5,2,1,2,2,1,2,3,3
"2022-04-22",161,3,3,3,2,2,4,3,3,3,2,2,2,2,2,2,2,4,4,4,4,3,2,4,1,2,5,3,6,1,4,2,4,2,2,1,2,3,3
"2022-04-22",225,4,4,4,4,5,3,3,2,4,2,4,2,1,2,1,5,2,4,5,5,4,3,4,1,2,3,1,3,1,3,2,5,2,1,4,5,3,2
"2022-04-22",165,4,5,4,4,5,3,2,2,5,4,4,5,5,5,4,4,2,2,4,5,5,5,5,1,2,5,1,6,1,5,2,5,3,2,2,3,3,4
"2022-04-22",156,4,1,4,4,4,1,1,1,1,4,2,4,4,4,5,5,4,4,2,5,4,3,2,1,2,6,1,5,1,5,2,4,2,2,2,2,3,3
"2022-04-22",187,4,4,4,3,4,4,2,2,4,1,4,3,3,4,3,3,2,4,4,4,4,4,4,1,2,4,1,4,1,5,2,2,2,2,1,2,4,1
